741,MUTOMO DISP,EASTERN,KITUI,MUTOMO,MUTOMO,KANDAE,4,MOH,-1.85134,38.2011
742,MITUMBIRI DISP,CENTRAL,THIKA,KAKUZI,MITUMBIRI,THUTHUA,4,MOH,-1.012321,37.082312
743,MUTOMO MISS HOSPITAL,EASTERN,KITUI,MUTOMO,MUTOMO,KANDAE,1,MISS,-1.85566,38.1961
744,MUGUTHA HEALTH CENTRE,CENTRAL,THIKA,RUIRU,RUIRU,MUGUTHA,3,MOH,-1.14266,36.9686
745,MUTULU DISP,EASTERN,KITUI,CENTRAL,MIAMBANI,MUTULA,4,MISS,-1.306338,38.125592
746,MUKARARA DISP,CENTRAL,THIKA,GATANGA,KIHUMBUINI,MUKARARA,4,MOH,-0.928727,36.9618
747,MUTUNE DISP,EASTERN,KITUI,CENTRAL,KYANGWITHYA EAST,MUTUNE,4,MISS,-1.31515,38.0194
748,MUKURWE DISP,CENTRAL,THIKA,GATANGA,KIHUMBUINI,MUKURWE/THUITA,4,MOH,-0.902312,36.96321
749,MUNYU HEALTH CENTRE,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,MUNYU,3,MOH,-1.11553,37.1134
750,MUNYUINI DISP,CENTRAL,THIKA,GATUNDU,NDARUGU,MUNYUINI,4,MOH,-0.932312,36.782312
751,NDAKAINI DISP,CENTRAL,THIKA,GATANGA,KIGORO,NDAKAINI,4,MOH,-0.806607,36.8085
752,NDARUGU DISP,CENTRAL,THIKA,KAMWANGI,GITHOBOKONI,NJAHI,4,MOH,-0.929631,36.8234
753,NDUNDU DISPENSARY,CENTRAL,THIKA,GATUNDU,KIGANJO,NDUNDU,4,MOH,-0.962196,36.785
754,NDUNDU MISSION HEALTH CENTRE,CENTRAL,THIKA,GATUNDU,KIGANJO,NDUNDU,3,MISS,-0.973651,36.797039
755,NDUNGU HEALTH CENTRE,CENTRAL,THIKA,GATUNDU,NGENDA,KIRANGARI(THIKA),3,MISS,-1.009908,36.901789
756,MWITIKA DISP,EASTERN,KITUI,MWITIKA,MWITIKA,KIKUU,4,MOH,-1.47205,38.309
757,NGELELYA DISP,CENTRAL,THIKA,KAKUZI,ITHANGA,NGELELYA,4,MOH,-1.01964,37.3825
758,TIVA DISP,EASTERN,KITUI,CENTRAL,KYANGWITHYA WEST,UTOONI,4,MOH,-1.43628,37.8899
759,NGENDA HEALTH CENTRE,CENTRAL,THIKA,GATUNDU,KIAMWANGI,GATHAGE,3,MOH,-1.03185,36.8944
760,VOO DISP,EASTERN,KITUI,MUTOMO,VOO,KASASI,4,MOH,-1.66579,38.329
761,YANZUU DISP,EASTERN,KITUI,CHULUNI,NZAMBANI,MALUMA/ITHUMULA,4,MOH,-1.43462,38.0683
762,YATTA HEALTH CENTRE,EASTERN,KITUI,YATTA,YATTA,MAKUSYA,3,MOH,-1.46519,37.8399
763,ZOMBE  DISP,EASTERN,KITUI,MUTITU,ZOMBE,THUA,4,MISS,-1.46416,38.2434
764,BISHOP U. KIOKO CATHOLIC HOSPITAL,EASTERN,MACHAKOS,CENTRAL,MASAKU,EASTLEIGH,1,MISS,-1.51643,37.26928
765,COMBONI DISP,EASTERN,MACHAKOS,NDITHINI,NDITHINI,NDITHINI(NDITHINI),4,MISS,-0.930548,37.3367
766,FRANCISCAN CONVENT HOSPITAL,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,MAIUNI,1,MISS,-1.298303,37.359084
767,IKALASA MISS. DISP,EASTERN,MACHAKOS,MAVOKO,LUKENYA,MATHATANI,4,MISS,-1.53,37.07
768,IKOMBE DISP,EASTERN,MACHAKOS,YATTA,IKOMBE,IKOMBE,4,MOH,-1.27874,37.6629
769,ITHEANI DISP,EASTERN,MACHAKOS,KATHIANI,KAEWA,KAUTI(MACHAKOS),4,MOH,-1.44712,37.3573
770,ITUNDUIMUNI DISP,EASTERN,MACHAKOS,MASINGA,IKAATINI,IKAATINI,4,MOH,-1.071242,37.532362
771,KAANI DISP,EASTERN,MACHAKOS,KATHIANI,IVETI,KAANI,4,MOH,-1.50667,37.3638
772,KABAA MISSION DISP,EASTERN,MACHAKOS,MWALA,MBIUNI,KABAA,4,MISS,-1.2286,37.4056
773,KAKUYUNI DISP,EASTERN,MACHAKOS,KANGUNDO,KANZALU,KIKAMBUANI,4,MOH,-1.3012,37.3853
774,KAKUYUNI MISS. DISP,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KIVILINGUNI,4,MISS,-1.362005,37.346832
775,KALALA DISP,EASTERN,MACHAKOS,YATHUI,KIBAUNI,KILALA(MACHAKOS),4,MOH,-1.582363,37.652325
776,KALAMA DISP,EASTERN,MACHAKOS,KALAMA,KALAMA,NZIUNI,4,MOH,-1.602323,37.362323
777,KALANDINI DISP,EASTERN,MACHAKOS,MATUNGULU,KALANDINI,KALANDINI,4,MOH,-1.238,37.286
778,KAMBUSU DISP,EASTERN,MACHAKOS,MATUNGULU,MATUNGULU,KAMBUSU,4,MOH,-1.232352,37.362325
779,KANGUNDO HOSPITAL,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,ISINGA,1,MOH,-1.28944,37.3445
780,KANZALU (MISYANI) DISP,EASTERN,MACHAKOS,MWALA,MBIUNI,KATITU(MWALA),4,MISS,-1.23,37.37
781,KANZALU (MISYANI) MISSION HEALTH CENTRE,EASTERN,MACHAKOS,KANGUNDO,KANZALU,MBILINI(KANGUNDO),3,MISS,-1.28,37.37
782,KATANGI DISP,EASTERN,MACHAKOS,YATTA,KATANGI,KATANGI,4,MISS,-1.404542,37.688071
783,KATANGI HEALTH CENTRE,EASTERN,MACHAKOS,YATTA,KATANGI,KATANGI,3,MOH,-1.39932,37.6764
784,KATHEKA DISP,EASTERN,MACHAKOS,MWALA,MBIUNI,ULAANI,4,MOH,-1.176,37.353
785,KATHIANI HOSPITAL,EASTERN,MACHAKOS,KATHIANI,KATHIANI,KATHIANI(MACHAKOS),1,MOH,-1.41667,37.3291
786,KATULANI DISP,EASTERN,MACHAKOS,YATHUI,KIBAUNI,ITUMBULE,4,MOH,-1.53005,37.6345
787,KATUMANI DISP,EASTERN,MACHAKOS,CENTRAL,KIIMA KIMWE,KATOLONI,4,MOH,-1.542321,37.253113
788,KAVIANI HEALTH CENTRE,EASTERN,MACHAKOS,KATHIANI,IVETI,KALILUNI(MACHAKOS),3,MOH,-1.4753,37.2992
789,KIANZAVE DISP,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KIANZABE,4,MISS,-1.183136,37.273559
790,KIKESA DISP,EASTERN,MACHAKOS,YATTA,KINYAATA,MAKUTANO(MACHA),4,MOH,-1.24798,37.6013
791,KIMITI DISP,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNI(MACHAKOS),4,MOH,-1.283232,37.282325
792,KIMUTWA SHC,EASTERN,MACHAKOS,CENTRAL,KIMUTWA,KIMUTWA,3,MOH,-1.613212,37.263212
793,KINANIE DISP,EASTERN,MACHAKOS,MAVOKO,LUKENYA,KINANIE,4,MOH,-1.412133,37.061235
794,KINYATA DISP,EASTERN,MACHAKOS,YATTA,KINYAATA,KINYAATA,4,MOH,-1.33411,37.6395
795,KISIKI HEALTH CENTRE,EASTERN,MACHAKOS,YATTA,MAVOLONI,KWANDOLO,3,MOH,-1.05604,37.4413
796,KITANGANI DISP,EASTERN,MACHAKOS,CENTRAL,KATHEKA KAI,KITANGA,4,MOH,-1.512321,37.172321
797,KITETA DISP,EASTERN,MACHAKOS,MASINGA,IKAATINI,ITUNDUIMUNI,4,MISS,-1.05,37.53
798,KITHEUNI DISP,EASTERN,MACHAKOS,YATTA,KINYAATA,MAKUTANO(MACHA),4,MOH,-1.29104,37.5964
799,KITHIMANI DISP,EASTERN,MACHAKOS,YATTA,KITHIMANI,KITHENDU,4,MOH,-1.17214,37.4689
800,KITHIOKO HEALTH CENTRE,EASTERN,MACHAKOS,MASINGA,KITHYOKO,KITHYOKO,3,MOH,-1.0745,37.7859
801,NGORIBA HEALTH CENTRE,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,NGOLIBA,3,MOH,-1.04723,37.2776
802,NGORONGO HEALTH CENTRE,CENTRAL,THIKA,KAMWANGI,CHANIA,NGORONGO,3,MOH,-0.919681,36.9044
803,NYS YATTA DISP,CENTRAL,THIKA,MUNICIPALITY,GATUANYAGA,NGOLIBA,4,MOH,-1.041232,37.263212
804,OAKLANDS HOSPITAL,CENTRAL,THIKA,RUIRU,RUIRU,MUGUTHA,1,MISS,-1.135135,36.964865
805,RUIRU HEALTH CENTRE,CENTRAL,THIKA,RUIRU,RUIRU,RUIRU(THIKA),3,MOH,-1.11779,36.9066
806,ST LUKE'S HOSPITAL,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,KOMU,1,MISS,-1.048742,37.079567
807,ST. MULUMBA CATHOLIC HOSPITAL,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,MAJENGO(THIKA),1,MISS,-1.07798,37.1346
808,THIKA DISTRICT HOSPITAL,CENTRAL,THIKA,MUNICIPALITY,THIKA MUNICIPALITY,MAJENGO(THIKA),1,MOH,-1.03678,37.0776
809,THUITA PCEA DISP,CENTRAL,THIKA,GATANGA,KIHUMBUINI,MUKURWE/THUITA,4,MISS,-0.910635,36.9876
810,AL-SULTAN DISP,COAST,KILIFI,KALOLENI,KALOLENI,KALOLENI/VISH/TSAKA,4,MISS,-3.82122,39.595692
811,BAMBA HEALTH CENTRE,COAST,KILIFI,BAMBA,BAMBA,PAZIANI(KILIFI),3,MOH,-3.54541,39.523701
812,BOMANI DISP,COAST,KILIFI,KIKAMBALA,MTWAPA,KIDUTANI/MAWAMBA,4,MOH,-3.88427,39.749401
813,BWAGAMOYO DISP,COAST,KILIFI,KALOLENI,RIBE,CHAURINGO,4,MOH,-3.92021,39.64452
814,CHASIMBA/MWELE DISP,COAST,KILIFI,CHONYI,CHASIMBA,CHASIMBA,4,MOH,-3.73492,39.699951
815,DIDA DISP,COAST,KILIFI,VITENGENI,SOKOKE,DIDA,4,MOH,-3.42881,39.805408
816,GANZE DISP,COAST,KILIFI,GANZE,GANZE,GANZE/TSANGALAWENI,4,MOH,-3.54244,39.671959
817,GIRIAMA MISSION DISP,COAST,KILIFI,KALOLENI,KAYAFUNGO,MURIMANI,4,MISS,-3.814363,39.585923
818,GOTANI DISP,COAST,KILIFI,KALOLENI,KAYAFUNGO,MBALAMWENI,4,MOH,-3.78647,39.540619
819,JARIBUNI DISP,COAST,KILIFI,GANZE,KAUMA,VINAGONI,4,MOH,-3.63261,39.742729
820,JIBANA HEALTH CENTRE,COAST,KILIFI,KALOLENI,JIBANA,TSAGWA,3,MOH,-3.83107,39.686451
821,JUNJU DISP,COAST,KILIFI,KIKAMBALA,JUNJU,VIPINGO,4,MOH,-3.82987,39.761131
822,KILIFI DISTRICT HOSPITAL,COAST,KILIFI,BAHARI,KILIFI TOWNSHIP,HOSPITAL(KILIFI),1,MOH,-3.63205,39.85722
823,KINARANI DISP,COAST,KILIFI,KALOLENI,MWANAMWINGA,KIBWABWANI,4,MOH,-3.729553,39.579223
824,KIZINGO H C,COAST,KILIFI,CHONYI,MWARAKAYA,KIZINGO(KILIFI),3,MOH,-3.782055,39.676958
825,KOMBENI DISP,COAST,KILIFI,KALOLENI,MWAWESA,MWAMUTSUNGA,4,MOH,-3.91277,39.58707
826,LENGA DISP,COAST,KILIFI,KALOLENI,KAMBE,PANGANI/MAERENI,4,MOH,-3.8669,39.661819
827,MARIAKANI HEALTH CENTRE,COAST,KILIFI,KALOLENI,MARIAKANI,KAWALA/KADZONZO,3,MOH,-3.85673,39.49386
828,MATSANGONI DISP,COAST,KILIFI,BAHARI,MATSANGONI,MATSANGONI,4,MOH,-3.3904,39.928551
829,MGAMBONI DISP,COAST,KILIFI,KALOLENI,JIBANA,KWALE(KILIFI),4,MOH,-3.84524,39.663441
830,MTWAPA DISP,COAST,KILIFI,KIKAMBALA,MTWAPA,KIDUTANI/MAWAMBA,4,MOH,-3.91792,39.738239
831,MURYACHWAKE DISP,COAST,KILIFI,VITENGENI,MRIMA WA NDEGE,MILORE,4,MOH,-3.28851,39.576759
832,NGERENYA DISP,COAST,KILIFI,BAHARI,NGERENYA,NGERENYA,4,MOH,-3.51353,39.862282
833,PINGILIKANI DISP,COAST,KILIFI,CHONYI,BANDA RA SALAMA,PINGILIKANI,4,MOH,-3.77444,39.773449
834,RABAI HEALTH CENTRE,COAST,KILIFI,KALOLENI,RABAI,BUNI/CHISIMANI,3,MOH,-3.93892,39.566319
835,RIBE DISP,COAST,KILIFI,KALOLENI,RIBE,CHAURINGO,4,MOH,-3.8854,39.63147
836,ST TERESA'S CATHOLIC DISP,COAST,KILIFI,CHONYI,BANDA RA SALAMA,MWEMBE KATI,4,MISS,-3.777286,39.705671
837,ST. LUKE'S KALOLENI HOSPITAL,COAST,KILIFI,KALOLENI,KALOLENI,KALOLENI/VISH/TSAKA,1,MISS,-3.8166,39.6334
838,SUN N SAND DISP,COAST,KILIFI,KIKAMBALA,MTWAPA,KIJIPWA,4,MISS,-3.88018,39.779401
839,TAKAUNGU DISP,COAST,KILIFI,KIKAMBALA,TAKAUNGU MAVUENI,TAKAUNGU,4,MOH,-3.68278,39.8592
840,TSANGATSINI DISP,COAST,KILIFI,KALOLENI,TSANGATSINI,TSANGATSINI,4,MOH,-3.71439,39.44978
841,UNION MEDICAL DISP,COAST,KILIFI,KALOLENI,RURUMA,MIYUNI,4,MISS,-3.883313,39.594903
842,VIPINGO HEALTH CENTRE,COAST,KILIFI,KIKAMBALA,JUNJU,VIPINGO,3,MOH,-3.81929,39.809422
843,VIPINGO SISAL ESTATE DISP,COAST,KILIFI,KIKAMBALA,JUNJU,VIPINGO,4,MISS,-3.80758,39.8133
844,VITENGENI DISP,COAST,KILIFI,VITENGENI,VITENGENI,VITENGENI,4,MOH,-3.35909,39.707989
845,BOFU DISP,COAST,KWALE,KINANGO,MTAA,BOFU(KWALE),4,MOH,-3.98003,39.434
846,CATHOLIC DISP DIANI-UKUNDA,COAST,KWALE,MSAMBWENI,DIANI,UKUNDA,4,MISS,-4.28581,39.5752
847,DIANI DISP,COAST,KWALE,MSAMBWENI,DIANI,GOMBATO,4,MOH,-4.27433,39.5681
848,ESHU DISP,COAST,KWALE,MSAMBWENI,MIVUMONI,MIVUMONI,4,MOH,-4.41492,39.3469
849,IBN SINA DISP,COAST,KWALE,MSAMBWENI,KINONDO,KINONDO,4,MISS,-4.33936,39.5344
850,KAFUDINI DISP,COAST,KWALE,SAMBURU,MWATATE,MWATATE(KWALE),4,MOH,-3.90842,39.4982
851,KIBANDAONGO DISP,COAST,KWALE,KINANGO,GANDINI,KIBANDAONGO,4,MOH,-4.0449,39.3981
852,KIBUYUNI DISP,COAST,KWALE,KUBO,MANGAWANI,MANGAWANI,4,MOH,-4.39594,39.31
853,KICHAKA SIMBA MISSION DISP,COAST,KWALE,KUBO,MWALUVANGA,MANYATTA(KWALE),4,MISS,-4.34917,39.356837
854,KIKONENI H C,COAST,KWALE,MSAMBWENI,KIKONENI,BUMBANI,3,MOH,-4.44607,39.3135
855,KILIMANGODO DISP,COAST,KWALE,MSAMBWENI,MWERENI,KILIMANGODO,4,MOH,-4.35192,39.0764
856,KINANGO SUB-DISTRICT HOSPITAL,COAST,KWALE,KINANGO,KINANGO,KINANGO,1,MOH,-4.13986,39.3132
857,KINANGONI DISP,COAST,KWALE,SAMBURU,SAMBURU,KINAGONI(KWALE),4,MOH,-3.86981,39.2324
858,KWALE SUB-DISTRICT HOSPITAL,COAST,KWALE,MATUGA,GOLINI,GOLINI,1,MOH,-4.17514,39.456
859,LUKORE DISP,COAST,KWALE,KUBO,LUKORE,LUKORE,4,MOH,-4.35608,39.3157
860,LUNGA LUNGA DISP,COAST,KWALE,MSAMBWENI,LUNGA LUNGA,SEGA(KWALE),4,MOH,-4.55366,39.1206
861,LUTSANGANI DISP,COAST,KWALE,SAMBURU,KASEMENI,CHIGATO,4,MOH,-3.95,39.5
862,MACKINON DISP,COAST,KWALE,SAMBURU,MACKNNON RD,MACKINNON RD,4,MOH,-3.72904,39.0402
863,MAFISINI DISP,COAST,KWALE,MSAMBWENI,MIVUMONI,MIVUMONI,4,MOH,-4.44518,39.375
864,MAGODZONI DISP,COAST,KWALE,MATUGA,TIWI,SIMKUMBE,4,MOH,-4.21096,39.5563
865,MAJIMOTO DISP,COAST,KWALE,MSAMBWENI,DZOMBO,MRIMA/MALAMBA,4,MOH,-4.40447,39.2944
866,MAJORENI DISP,COAST,KWALE,MSAMBWENI,PONGWE/KIDIMU,MAJORENI,4,MOH,-4.57561,39.2762
867,MAKAMINI DISP,COAST,KWALE,SAMBURU,MAKAMINI,MAKAMINI,4,MOH,-3.98457,39.2454
868,MAMBA DISP,COAST,KWALE,MSAMBWENI,DZOMBO,MRIMA/MALAMBA,4,MOH,-4.45926,39.2438
869,MANDA DISP,COAST,KWALE,SAMBURU,MWAVUMBO,KALALANI,4,MOH,-3.88865,39.4334
870,MATUGA DISP,COAST,KWALE,MATUGA,WAA,MATUGA,4,MOH,-4.16819,39.571
871,MAZERAS DISP,COAST,KWALE,SAMBURU,KASEMENI,MAZERAS,4,MOH,-3.96716,39.54152
872,MAZUMAALUME DISP,COAST,KWALE,MATUGA,TSIMBA,MAZUMALUME,4,MOH,-4.24406,39.495
873,MBUANI DISP,COAST,KWALE,MSAMBWENI,DIANI,BONGWE,4,MOH,-4.29503,39.53
874,MIVUMONI DISP,COAST,KWALE,MSAMBWENI,MIVUMONI,MIVUMONI,4,MISS,-4.42287,39.3962
875,MKONGANI DISP,COAST,KWALE,KUBO,MKONGANI,MKOMBA,4,MOH,-4.29071,39.2675
876,MKWIRO DISP,COAST,KWALE,MSAMBWENI,PONGWE/KIDIMU,WASINI/MKWIRO,4,MOH,-4.66227,39.3968
877,MNYENZENI DISP,COAST,KWALE,SAMBURU,KASEMENI,MNYENZENI,4,MOH,-3.98765,39.4868
878,MRIMA DISP,COAST,KWALE,MSAMBWENI,DZOMBO,MRIMA/MALAMBA,4,MISS,-4.48888,39.2457
879,MSAMBWENI DISTRICT HOSPITAL,COAST,KWALE,MSAMBWENI,MSAMBWENI,VINGUJINI,1,MOH,-4.48007,39.4708
880,MTAA DISP,COAST,KWALE,KINANGO,MTAA,MTAA,4,MOH,-4.00308,39.3411
881,MUHAKA DISP,COAST,KWALE,MSAMBWENI,KINONDO,KINONDO,4,MOH,-4.34114,39.5141
882,MWALUPHAMBA DISP,COAST,KWALE,KUBO,MWALUPHAMBA,MLAFYENI,4,MOH,-4.22579,39.3663
883,MWALUVANGA DISP,COAST,KWALE,KUBO,MWALUVANGA,MWALUVANGA,4,MOH,-4.379162,39.363895
884,MWAPALA DISP,COAST,KWALE,KUBO,MAJIMBONI,MAJIMBONI,4,MOH,-4.34027,39.4527
885,NDAVAYA DISP,COAST,KWALE,KINANGO,NDAVAYA,NDAVAYA,4,MOH,-4.25718,39.167
886,NG'OMBENI DISP,COAST,KWALE,MATUGA,NGOMBENI,NGOMBENI(KWALE),4,MOH,-4.128266,39.631603
887,SAMBURU H C,COAST,KWALE,SAMBURU,SAMBURU,MATOPE,3,MOH,-3.79005,39.2698
888,SHIMBA HILLS H C,COAST,KWALE,KUBO,MAJIMBONI,SHIMBA HILLS,3,MOH,-4.35774,39.4179
889,SHIMONI DISP,COAST,KWALE,MSAMBWENI,PONGWE/KIDIMU,SHIMONI,4,MOH,-4.645082,39.378825
890,SILALONI DISP,COAST,KWALE,SAMBURU,CHENGONI,SILALONI,4,MOH,-3.62041,39.2822
891,TARU HEALTH CENTRE,COAST,KWALE,SAMBURU,TARU,TARU,3,MOH,-3.75431,39.1423
892,TIWI RURAL H T C,COAST,KWALE,MATUGA,TIWI,MKOYO,3,MOH,-4.24935,39.5869
893,UKUNDA CATHOLIC DISP,COAST,KWALE,MSAMBWENI,DIANI,UKUNDA,4,MISS,-4.287945,39.576165
894,VANGA H C,COAST,KWALE,MSAMBWENI,VANGA,VANGA,3,MOH,-4.660974,39.217396
895,VIGURUNGANI DISP,COAST,KWALE,KINANGO,VIGURUNGANI,VIGURUNGANI,4,MOH,-4.04133,39.1633
896,VITSANGALAWENI DISP,COAST,KWALE,MSAMBWENI,DZOMBO,MRIMA/MALAMBA,4,MOH,-4.48469,39.2142
897,VYONGWANI DISP,COAST,KWALE,MATUGA,GOLINI,GOLINI,4,MOH,-4.15284,39.4883
898,WAA DISP,COAST,KWALE,MATUGA,WAA,KITIVO,4,MOH,-4.1736,39.6026
899,WASINI DISP,COAST,KWALE,MSAMBWENI,PONGWE/KIDIMU,WASINI/MKWIRO,4,MOH,-4.65501,39.3629
900,BAHARINI MISSION DISP,COAST,LAMU,MPEKETONI,MPEKETONI,CENTRAL(LAMU),4,MISS,-2.42,40.68
901,KITUNDU DISP,EASTERN,MACHAKOS,YATTA,MAVOLONI,KWANDOLO,4,MISS,-1.07,37.48
902,KIVAA DISP,EASTERN,MACHAKOS,MASINGA,KIVAA,KIVAA,4,MOH,-0.803821,37.6998
903,KIVANI DISP,EASTERN,MACHAKOS,KANGUNDO,KAKUYUNI,KYEVALUKI,4,MOH,-1.41624,37.357
904,KOLA DISP,EASTERN,MACHAKOS,KALAMA,KALAMA,KIITINI,4,MOH,-1.70429,37.35
905,KYAWALIA DISP,EASTERN,MACHAKOS,KALAMA,LUMBWA,MUUMANDU,4,MOH,-1.672324,37.232312
906,KYAWANGO HEALTH CENTRE,EASTERN,MACHAKOS,MWALA,MWALA,KYAWANGO(MWALA),3,MOH,-1.30981,37.4961
907,KYELENI DISP,EASTERN,MACHAKOS,MWALA,MWALA,KYAWANGO(MWALA),4,MOH,-1.312326,37.502321
908,KYONDONI DISP,EASTERN,MACHAKOS,MASINGA,KIVAA,KYONDONI(MACHA),4,MOH,-0.841232,37.792326
909,MACHAKOS APPROVED SCHOOL DISP,EASTERN,MACHAKOS,CENTRAL,MASAKU,MJINI(MACHAKOS),4,MOH,-1.513232,37.263212
910,MACHAKOS DISTRICT HOSPITAL,EASTERN,MACHAKOS,CENTRAL,MUMBUNI,UPPER KIANDANI,1,MOH,-1.502321,37.263232
911,MANANJA DISP,EASTERN,MACHAKOS,NDITHINI,MANANJA,MANANJA,4,MOH,-0.853262,37.263235
912,MANGO DISP,EASTERN,MACHAKOS,MWALA,MWALA,MANGO(MACHAKOS),4,MOH,-1.39382,37.4256
913,MASII HEALTH CENTRE,EASTERN,MACHAKOS,MWALA,MASII,MBAANI,3,MOH,-1.45878,37.4409
914,MASINGA DISP,EASTERN,MACHAKOS,MASINGA,MASINGA,MUSUMAA,4,MOH,-0.930548,37.6259
915,MATUNGULU DISP,EASTERN,MACHAKOS,MATUNGULU,TALA,KYAUME,4,MOH,-1.261233,37.332325
916,MATUU MISSION DISP,EASTERN,MACHAKOS,YATTA,MATUU,MATUU(YATTA),4,MISS,-1.142871,37.546969
917,MATUU RHDC,EASTERN,MACHAKOS,YATTA,MATUU,MATUU(YATTA),3,MOH,-1.13356,37.5545
918,MAVOLONI DISP,EASTERN,MACHAKOS,YATTA,MAVOLONI,MAVOLONI,4,MISS,-1.078,37.417
919,MBEMBANI DISP,EASTERN,MACHAKOS,MASINGA,IKAATINI,ITUNDUIMUNI,4,MOH,-1.00437,37.5582
920,MBIUNI SUB-HEALTH CENTRE,EASTERN,MACHAKOS,MWALA,MBIUNI,MBIUNI,3,MOH,-1.24029,37.3933
921,MILAANI DISP,EASTERN,MACHAKOS,NDITHINI,NDITHINI,MILAANI,4,MOH,-0.882326,37.412326
922,MISYANI DISP,EASTERN,MACHAKOS,KANGUNDO,KANZALU,MBILINI(KANGUNDO),4,MISS,-1.27843,37.373
923,MITABONI H C,EASTERN,MACHAKOS,KATHIANI,MITABONI,MITABONI,3,MOH,-1.362324,37.232325
924,MITAMBONI CATHOLIC DISP,EASTERN,MACHAKOS,YATHUI,MIU,UTITHINI(YATHUI),4,MISS,-1.496457,37.52196
925,MIU DISP,EASTERN,MACHAKOS,YATHUI,MIU,KALAMBA(MACHAKOS),4,MOH,-1.5362,37.5853
926,MIUMBUNI DISP,EASTERN,MACHAKOS,KATHIANI,MITABONI,MIUMBUNI,4,MOH,-1.35287,37.2869
927, , , , , , ,1,MISS,-1.7041,37.35278
928,MUA HILLS DISP,EASTERN,MACHAKOS,CENTRAL,MUA HILLS,MUA HILLS,4,MOH,-1.432321,37.212321
929,MULALA DISP,EASTERN,MACHAKOS,YATTA,KITHIMANI,KAMBI YA NDEKE,4,MISS,-1.2,37.48
930,MUMBUNI HEALTH CENTRE,EASTERN,MACHAKOS,MWALA,MBIUNI,MUMBUNI(MACHAKOS),3,MOH,-1.27536,37.4438
931,MUTHESYA DISP,EASTERN,MACHAKOS,NDITHINI,MUTHESYA,MUTHESYA,4,MOH,-0.982325,37.392327
932,MUTHETHENI CATHOLIC DISP,EASTERN,MACHAKOS,YATHUI,MIU,UTITHINI(YATHUI),4,MISS,-1.50483,37.5392
933,MUTHETHENI HEALTH CENTRE,EASTERN,MACHAKOS,YATHUI,MIU,UTITHINI(YATHUI),3,MOH,-1.49991,37.5379
934,MUTITU DISP,EASTERN,MACHAKOS,CENTRAL,MUTITUNI,MUTITUNI,4,MOH,-1.442132,37.253232
935,MUUSINI DISP,EASTERN,MACHAKOS,KANGUNDO,KANGUNDO,MUISUNI,4,MOH,-1.312326,37.352321
936,MWALA RHDC,EASTERN,MACHAKOS,MWALA,MWALA,MATHUNTHINI,3,MOH,-1.35103,37.4715
937,NDALANI DISP,EASTERN,MACHAKOS,YATTA,NDALANI,KIVINGONI,4,MOH,-1.04497,37.5029
938,NDITHINI MISSION DISP,EASTERN,MACHAKOS,NDITHINI,NDITHINI,NDITHINI(NDITHINI),4,MISS,-0.921935,37.3306
939,NDONYO SABUK DISP,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KIANZABE,4,MOH,-1.182325,37.263233
940,NGELANI AIC DISP,EASTERN,MACHAKOS,KATHIANI,MITABONI,MITABONI,4,MISS,-1.38609,37.2253
941,NGOLENI DISP,EASTERN,MACHAKOS,KATHIANI,KATHIANI,NGOLENI,4,MOH,-1.39901,37.29
942,NGULUNI DISP,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,NGULUNI(MACHAKOS),4,MOH,-1.312325,37.282313
943,NYS MAVOLONI DISP,EASTERN,MACHAKOS,YATTA,MAVOLONI,MAVOLONI,4,MOH,-1.093235,37.401235
944,NYS YATTA DISP,EASTERN,MACHAKOS,YATTA,KITHIMANI,KITHIMANI,4,MOH,-1.162533,37.432326
945,SENGANI DISP,EASTERN,MACHAKOS,MATUNGULU,TALA,SENGANI,4,MOH,-1.25663,37.3248
946,ST. THERESA THATHA DISP,EASTERN,MACHAKOS,MASINGA,KITHYOKO,THATHA(MACHAKOS),4,MISS,-1.019693,37.78443
947,TALA (SDA) HOSPITAL,EASTERN,MACHAKOS,MATUNGULU,TALA,KYAUME,1,MISS,-1.266418,37.321387
948,THATHA DISP,EASTERN,MACHAKOS,MASINGA,KITHYOKO,THATHA(MACHAKOS),4,MISS,-1.02898,37.7736
949,THINU H C,EASTERN,MACHAKOS,KATHIANI,MITABONI,THINU,3,MOH,-1.421233,37.272132
950,TULILA DISP,EASTERN,MACHAKOS,YATHUI,KIBAUNI,KILALA(MACHAKOS),4,MOH,-1.59588,37.6536
951,WAMUNYU HEALTH CENTRE,EASTERN,MACHAKOS,YATHUI,WAMUNYU,KAMBITI(MACHAKOS),3,MOH,-1.40332,37.5619
952,ATHI KAMUYUNI DISP,EASTERN,MAKUENI,KIBWEZI,MASONGALENI,ULILINZI,4,MOH,-2.50334,38.2614
